"content_id","content_type_id","title","latitude","longitude"
125638,12,"뇌운계곡",37.41525597,128.3807373
125639,12,"내평계곡",37.32634615,129.2144541
125640,12,"동활계곡",37.15238391,129.129067
125641,12,"덕풍계곡",37.12226849,129.1583542
125642,12,"광덕계곡",38.07631517,127.4817103
125643,12,"천은사계곡(원주)",37.23029891,127.9022747
125644,12,"용수골계곡",37.27977444,127.9389727
125645,12,"관음사·국형사계곡",37.34336555,128.0055204
125646,12,"병지방계곡",37.59793442,128.0635938
125647,12,"팔랑폭포",38.20908279,128.0611784
125648,12,"직연폭포",38.20596438,127.9504414
125649,12,"내리계곡",37.10781636,128.6719842
125650,12,"둔전계곡",38.12012756,128.5506449
125651,12,"공수전계곡",38.0360958,128.5578247
125652,12,"삼부연폭포 (한탄강 국가지질공원)",38.1401993,127.3276947
125653,12,"직탕폭포 (한탄강 국가지질공원)",38.21039551,127.2654484
125654,12,"순담계곡",38.17556406,127.297602
125655,12,"등선폭포(삼악산)",37.82604207,127.6596487
125656,12,"구송폭포(구성폭포)",37.97830505,127.81593
125657,12,"청평사계곡",37.98102413,127.8137801
125658,12,"가령폭포",37.83289511,128.1601919
125659,12,"어라연 (강원고생대 국가지질공원)",37.23414647,128.5364926
125661,12,"십이선녀탕(탕수동계곡)",38.18270158,128.3015656
125662,12,"옥녀탕",38.1197981,128.3179772
125665,12,"숙암계곡",37.48571292,128.5892831
125666,12,"소금강 (강원고생대 국가지질공원)",37.32723511,128.7931418
125667,12,"미천골계곡",37.96634755,128.5168416
125668,12,"오색주전골",38.07964653,128.4264575
125669,12,"구룡폭포(소금강)",37.80269197,128.6835094
125670,12,"삼척 미인폭포",37.17962366,129.0476929
125671,12,"비룡폭포",38.1872907,128.4855626
125673,12,"무릉계곡 용추폭포(강원)",37.46344879,129.0193674
125674,12,"육담폭포",38.1679655,128.5025117
125675,12,"천당폭포",38.14598958,128.4661629
125676,12,"토왕성폭포",38.14598958,128.4661629
125677,12,"무릉계곡",37.4640431,129.015801
125678,12,"백운동계곡(설악산)",38.13245342,128.3823154
125680,12,"천불동계곡",38.1735618,128.4884989
125681,12,"지경리해변",37.92046398,128.8032172
125682,12,"북분리해수욕장",37.98693024,128.7500032
125683,12,"마차진해변",38.51112664,128.4191502
125684,12,"아야진해변",38.27657883,128.5527871
125685,12,"동산포해변",37.9820698,128.7558001
125686,12,"천진해변",38.25703404,128.5606703
125687,12,"상맹방해변",37.40241792,129.2122186
125688,12,"한재밑해변",37.40806713,129.2050024
125690,12,"문암해변",37.30900515,129.2883702
125691,12,"남항진해변(남항진해수욕장)",37.76390729,128.9543806
125692,12,"봉포해변",38.25249856,128.5661727
125694,12,"송정해변(송정해수욕장)",37.77686936,128.9380761
125695,12,"등명해변(등명해수욕장)",37.70421263,129.0166157
125696,12,"사천해변(사천해수욕장)",37.82914824,128.8777244
125697,12,"안인해변(안인해수욕장)",37.73431141,128.9904199
125698,12,"연곡해변(연곡해수욕장)",37.8599164,128.852048
125699,12,"주문진해변",37.91063487,128.8188494
125700,12,"남애해변(남애1, 3리)",37.95333736,128.7729355
125701,12,"하조대해수욕장",38.02298944,128.7242655
125702,12,"낙산 해수욕장",38.11775444,128.6336291
125703,12,"설악해변",38.13090825,128.6222603
125704,12,"오산해수욕장",38.09050542,128.6635634
125705,12,"삼척해변",37.46848168,129.1683622
125706,12,"화진포 (강원평화지역 국가지질공원)",38.47884469,128.4391216
125707,12,"속초해수욕장",38.19057591,128.6019936
125708,12,"어달해변",37.5691024,129.1164221
125709,12,"용화해변",37.29072696,129.3020251
125710,12,"임원해변",37.22311048,129.3408349
125711,12,"장호해수욕장(장호항, 장호해변)",37.28554723,129.3139909
125713,12,"망상해변",37.59226865,129.089671
125714,12,"거진1리해변",38.44084943,128.4547464
125715,12,"교암해변",38.29091316,128.5471705
125716,12,"동호해변(양양)",38.05739853,128.6831349
125717,12,"덕산해변",37.38586761,129.240961
125718,12,"노봉해변",37.58635287,129.1002341
125719,12,"작은후진해수욕장",37.46388791,129.1758978
125720,12,"죽도해수욕장",37.97235156,128.7595861
125721,12,"남전약수",38.02743592,128.1354549
125723,12,"방동약수",37.94387284,128.396231
125724,12,"고씨굴 (강원고생대 국가지질공원)",37.13074446,128.5353791
125725,12,"추곡약수터",38.03733844,127.8890521
125726,12,"인제 미산리 개인약수",37.87424455,128.3824316
125728,12,"화암관광지(화암8경)",37.32939305,128.785684
125729,12,"방아다리약수터",37.6935817,128.5035401
125730,12,"금강굴",38.1735618,128.4884989
125731,12,"육림랜드",37.91919625,127.7200932
125732,12,"모곡밤벌유원지",37.70312482,127.6068877
125733,12,"마곡유원지",37.72245283,127.5904858
125734,12,"홍천 무궁화공원",37.68235994,127.8724225
125735,12,"강재구공원",37.72846285,127.8684354
125736,12,"기미만세공원",37.78452546,128.1463918
125737,12,"소양호(인제)",38.01518192,128.1422075
125739,12,"장신유원지",38.33095799,128.3782457
125740,12,"황지연못",37.17276224,128.9910509
125741,12,"딴산",38.12235667,127.7609195
125742,12,"88공원",38.09610149,127.7656893
125744,12,"판대천",37.36635379,127.8142843
125745,12,"홍천강",37.68858681,127.7131451
125747,12,"춘천호",37.98047127,127.6569027
125748,12,"남대천(강릉)",37.71411611,128.8263881
125749,12,"현산공원",38.07467024,128.6171764
125750,12,"청초호",38.19638057,128.5904917
125752,12,"화암사(고성)",38.22698854,128.4693434
125753,12,"천은사(삼척)",37.44453475,129.0423936
125754,12,"신흥사(삼척)",37.32346019,129.2049773
125755,12,"영은사(삼척)",37.28287973,129.2557212
125756,12,"계조암(속초)",38.17785845,128.4848963
125757,12,"국형사",37.33433897,128.0135005
125758,12,"법흥사(영월)",37.37173929,128.2610688
125759,12,"도피안사(철원)",38.24030503,127.2182963
125760,12,"상원사(원주)",37.30662903,128.0538449
125761,12,"구룡사",37.39950434,128.0498676
125762,12,"청평사(춘천)",37.98653729,127.8089859
125763,12,"황산사(원주)",37.18317033,127.8651016
125764,12,"수타사",37.69872356,127.9592114
125765,12,"정암사 수마노탑",37.18306193,128.892565
125766,12,"등명락가사(강릉)",37.71168379,129.0068053
125767,12,"백담사",38.16517446,128.3743984
125768,12,"보현사(강릉)",37.73683182,128.7696897
125769,12,"강릉 굴산사지",37.70726817,128.8918047
125770,12,"금강사(강릉)",37.80628337,128.6909753
125771,12,"상원사(오대산)",37.78655265,128.5641012
125772,12,"월정사·월정사 전나무숲",37.73162622,128.5925503
125773,12,"낙산사",38.12485627,128.6273545
125775,12,"매월대폭포",38.1950151,127.4768433
125776,12,"구미정",37.47323559,128.8263955
125777,12,"아우라지",37.47583054,128.7239879
125778,12,"삼척 준경묘",37.36707178,129.0593195
125779,12,"영금정",38.2119512,128.6018124
125780,12,"춘천향교",37.88158699,127.7341181
125781,12,"원주향교",37.33909834,127.9494034
125782,12,"고석정국민관광지",38.18602653,127.2869221
125783,12,"영월향교",37.18545925,128.4750634
125784,12,"영월 정양산성(왕검성)",37.15601041,128.5041672
125785,12,"청령포 (강원고생대 국가지질공원)",37.17749576,128.4477939
125786,12,"장수대",38.11942361,128.3418528
125787,12,"강릉향교",37.76355617,128.895247
125788,12,"강릉 임영관 삼문",37.75313786,128.8917699
125789,12,"강릉 오죽헌",37.77876518,128.8776815
125790,12,"강릉 경포대",37.79556916,128.8965126
125791,12,"송담서원(강릉)",37.69296222,128.9292101
125792,12,"두타산성",37.45519384,129.0015692
125793,12,"만경대",37.48717612,129.1366228
125794,12,"영월 장릉(단종) [유네스코 세계문화유산]",37.19738244,128.4519679
125795,12,"낙산사 의상대",38.12537017,128.6307431
125796,12,"청간정",38.26446646,128.5583925
125797,12,"삼척향교",37.45018099,129.1675489
125798,12,"설악산 권금성",38.16649883,128.4935626
125799,12,"삼척 죽서루",37.44087081,129.1604665
125800,12,"강릉 선교장",37.78655887,128.8850778
125801,12,"파로호(화천)",38.09936523,127.777927
125802,12,"소양호(춘천)",37.94918064,127.8151003
125803,12,"광주동솔밭",37.89920073,128.2762488
125804,12,"고성 왕곡마을",38.34028704,128.4999566
125805,12,"설악산 울산바위",38.18693482,128.4664783
125806,12,"설악 흔들바위",38.14598958,128.4661629
125807,12,"횡성 풍수원천주교회(풍수원성당)",37.52921281,127.8186624
125808,12,"제4땅굴",38.32230383,128.1092455
125809,12,"을지전망대",38.2901916,128.1452571
125810,12,"양구 펀치볼마을 (펀치볼)",38.28926113,128.1438712
125811,12,"흥양3기",37.38573254,127.9870959
125812,12,"철원관광정보센터",38.18596265,127.2868693
125813,12,"소백산국립공원(북부)",37.02428162,128.3841596
125814,12,"월악산국립공원",36.88695281,128.0785243
125815,12,"덕산도립공원",36.6801283,126.6225055
125816,12,"수락계곡",36.14310177,127.303842
125817,12,"계룡산국립공원",36.3568733,127.2324621
125818,12,"태안해안국립공원",36.74642332,126.2924752
125819,12,"칠갑산도립공원",36.39983172,126.8841144
125820,12,"태조산(태조봉)",36.81753659,127.2045937
125821,12,"용봉산",36.63614769,126.6474905
125822,12,"가야산(서산)",36.70398643,126.609106
125823,12,"구녀산",36.70087122,127.6133491
125824,12,"백마산",36.84428617,127.6609991
125825,12,"우암산",36.64199259,127.4993609
125826,12,"포암산(충주)",36.82158842,128.0961579
125827,12,"구병산",36.46979109,127.8621666
125828,12,"덕동계곡",37.17213498,127.9878465
125829,12,"만수계곡",36.49534105,127.8678098
125830,12,"화장골계곡",36.33180774,126.6524231
125831,12,"강당골(양화담)",36.70532405,127.0221465
125832,12,"은선폭포",36.35261228,127.2100864
125833,12,"갑사계곡",36.36917934,127.1822107
125834,12,"송계계곡",36.89321035,128.0743245
125835,12,"쌍곡구곡",36.73009835,127.9144824
125836,12,"선유구곡(선유동계곡)",36.68480015,127.8808089
125837,12,"수옥폭포",36.80683886,128.0285783
125838,12,"옥계폭포",36.21256428,127.6728294
125839,12,"물한계곡",36.05761331,127.8730686
125840,12,"의항해수욕장",36.82782833,126.1602656
125841,12,"무창포해수욕장",36.2445352,126.5365469
125842,12,"만리포해수욕장",36.78580232,126.1422684
125843,12,"방포해수욕장",36.50879305,126.3331028
125844,12,"삽시도",36.34007395,126.3564301
125845,12,"몽산포해수욕장",36.67014036,126.2875471
125846,12,"삼봉해수욕장",36.57073842,126.3166915
125847,12,"천리포해수욕장",36.80087295,126.1506672
125848,12,"가의도",36.67308364,126.0749441
125849,12,"난지섬해수욕장",37.04701029,126.4241914
125850,12,"안면도",36.52072799,126.3444848
125851,12,"신진도",36.67648992,126.1410935
125852,12,"청포대해수욕장",36.63873035,126.3026355
125854,12,"단양 온달동굴",37.05904892,128.4821998
125856,12,"온양온천지구",36.78332578,126.9995242
125858,12,"유성온천지구",36.35534491,127.3448132
125859,12,"덕산온천지구",36.69544374,126.6534911
125860,12,"초정약수",36.72148252,127.6008218
125861,12,"단양 고수동굴",36.98845235,128.3815387
125863,12,"단양 천동동굴",36.97294372,128.4187275
125865,12,"단양 다리안관광지",36.96483358,128.4208025
125867,12,"신정호관광지",36.7715352,126.9839593
125868,12,"청주 중앙공원",36.63259901,127.4874733
125869,12,"괴산호",36.75552741,127.8404161
125870,12,"충주 탄금대와 탄금대공원",36.98824895,127.8982487
125871,12,"호암지",36.96191631,127.9225639
125872,12,"충주호",37.00509885,127.9977171
125874,12,"백마강",36.30648743,126.9170222
125875,12,"고복자연공원",36.600012,127.2274837
125876,12,"정방사",36.99917563,128.2066429
125877,12,"무암사",37.03070254,128.2055421
125878,12,"서산 보원사지",36.76175466,126.6025162
125879,12,"부석사(서산)",36.70352754,126.412446
125880,12,"간월암(서산)",36.60371957,126.4111794
125881,12,"고란사(고란약수)",36.29263895,126.9132091
125883,12,"성불사(천안)",36.82829633,127.1968552
125885,12,"각원사",36.834079,127.197005
125886,12,"향천사(예산)",36.69047849,126.8613309
125887,12,"보살사(청주)",36.6285809,127.5361163
125888,12,"보석사(금산)",36.05435937,127.4758679
125889,12,"신원사",36.33551656,127.1839253
125890,12,"용암사(옥천)",36.25923757,127.56431
125891,12,"갑사",36.36534376,127.1873853
125892,12,"덕주사(제천)",36.86196161,128.0986788
125893,12,"동학사(공주)",36.35327627,127.2200577
125894,12,"마곡사[유네스코 세계문화유산]",36.55745197,127.0116154
125895,12,"공림사",36.6318467,127.8159578
125896,12,"수덕사",36.66309137,126.622317
125897,12,"안심사(청원)",36.55213469,127.412985
125898,12,"영탑사(당진)",36.81053874,126.6493662
